ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
259,42,382394,1996-01-23,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,15800,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N
65,23,876699,1999-12-12,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y
254,46,871432,2004-07-15,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,3,3,NO,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N
440,55,379882,2012-11-07,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N
478,63,852002,2009-06-29,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,47600,2015-02-21,Parked Car,,Minor Damage,,VA,Northbend,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y
230,44,372891,2000-06-26,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,6000,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N
138,30,689034,2002-01-09,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,-44700,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,NO,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N
239,41,743092,2013-11-11,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,45100,2015-02-18,Parked Car,,Trivial Damage,Police,NC,Arlington,22,1,NO,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N
93,31,599174,2008-01-14,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N
37,25,421092,2003-03-04,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,49300,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N
254,40,349658,1994-06-07,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,NO,43280,0,5410,37870,Honda,Civic,1996,Y
131,29,811042,2013-07-04,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,65700,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,NO,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N
230,43,505316,2002-06-30,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,48100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,NO,0,2,NO,75460,13720,13720,48020,Audi,A5,2002,N
313,50,116645,2004-06-30,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y
210,38,950880,1998-12-19,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,0,2015-01-13,Vehicle Theft,,Minor Damage,Police,VA,Springfield,6,1,NO,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N
101,29,788502,2014-08-31,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,-23000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,NO,2,1,NO,67210,12220,12220,42770,BMW,X6,1996,N
153,37,627486,2005-11-10,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,-3300,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,NO,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N
337,53,498842,2000-05-04,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N
360,51,550294,2001-11-26,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,-32900,2015-01-30,Vehicle Theft,,Minor Damage,Police,SC,Hillsdale,5,1,YES,2,2,NO,4620,840,840,2940,Dodge,RAM,2009,Y
428,53,328387,2014-05-06,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,0,2015-02-16,Parked Car,,Trivial Damage,Police,NC,Springfield,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N
204,40,540152,1991-01-27,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013,N
364,51,385932,1992-04-28,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y
185,35,618682,2000-03-04,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,0,2015-01-31,Vehicle Theft,,Trivial Damage,Police,WV,Arlington,8,1,NO,2,3,YES,4950,900,450,3600,Ford,F150,2011,N
63,26,550930,1995-10-12,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,-36500,2015-02-13,Vehicle Theft,,Minor Damage,Police,NC,Northbrook,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,N
210,35,998192,2014-04-25,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,NO,24570,2730,2730,19110,Saab,95,2006,Y
194,38,663938,2011-01-26,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,46500,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,NO,1,0,NO,53680,4880,9760,39040,Toyota,Camry,2011,N
294,49,756870,1996-01-26,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,22700,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N
272,41,337158,1991-04-08,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,-4200,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y
27,27,919875,2002-06-29,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,NO,1,3,NO,61560,6840,6840,47880,Ford,Fusion,2008,N
251,39,315631,1999-04-09,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,YES,0,0,NO,44240,5530,5530,33180,Dodge,RAM,1997,N
180,33,113464,2009-04-19,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,9100,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,NO,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N
392,50,556415,1991-08-22,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,1600,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,N
143,30,250249,1991-11-28,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N
371,54,403776,2012-04-27,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,-46300,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,NO,1,2,NO,32280,5380,5380,21520,Ford,Fusion,2010,Y
292,42,396002,2007-03-04,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N
165,35,976908,2012-12-31,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N
158,33,509489,2013-12-21,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N
241,39,485295,2005-04-28,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N
103,33,361829,1994-09-17,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,21800,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,NO,79090,14380,14380,50330,Dodge,RAM,2014,N
402,54,603632,2003-08-16,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,-31600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y
102,32,783494,2014-09-02,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y
182,40,439049,2011-12-12,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,-6900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,YES,0,2,NO,71100,7110,14220,49770,Audi,A3,2008,N
282,46,502634,1991-08-17,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,-24000,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,NO,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N
222,39,378588,2004-02-29,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,71400,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,YES,2,1,NO,55000,5000,10000,40000,Saab,93,1996,Y
415,52,794731,2015-02-22,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,50400,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N
51,34,641934,2013-12-25,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,NO,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y
255,45,113516,1990-10-13,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N
143,31,425631,2014-07-05,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,37700,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,NO,76120,6920,13840,55360,Audi,A5,1999,N
130,28,542245,1991-11-25,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N
242,41,512894,1990-10-02,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,NO,68090,12380,12380,43330,Toyota,Corolla,2009,N
96,27,633090,2009-02-17,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,0,2015-01-23,Parked Car,,Trivial Damage,Police,WV,Arlington,4,1,NO,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N
180,35,464234,2005-07-17,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,-55800,2015-02-10,Vehicle Theft,,Minor Damage,,OH,Springfield,17,1,NO,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N
150,30,290162,1994-03-12,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,40100,2015-01-10,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N
463,59,638155,1994-08-03,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,51700,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,NO,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y
472,64,911429,2012-08-25,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N
75,25,106186,2011-12-02,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,NO,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N
193,40,311783,2005-02-25,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,NO,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N
43,43,528385,1997-11-07,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,NO,2,1,NO,79970,7270,21810,50890,Honda,CRV,1996,Y
253,41,228403,2004-04-20,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,36600,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,NO,2,0,NO,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N
152,30,209177,2009-11-17,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,58600,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,YES,1,1,NO,84590,7690,7690,69210,Toyota,Highlander,2000,Y
160,38,497929,2009-09-19,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N
56,36,735844,2009-11-08,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N
286,41,710741,2001-09-12,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,-17000,2015-02-26,Parked Car,,Trivial Damage,Police,WV,Columbus,3,1,NO,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N
3,29,276804,1992-11-27,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,0,2015-02-02,Parked Car,,Trivial Damage,Police,PA,Springfield,3,1,NO,2,1,NO,5000,500,1000,3500,Mercedes,E400,2008,Y
286,41,507545,1998-12-07,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,1000,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,NO,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N
239,38,485642,1990-08-25,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,NO,61920,6880,6880,48160,Saab,93,2003,N
64,29,796375,2011-10-22,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,NO,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y
98,31,171183,1990-02-01,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,NO,2,0,NO,64080,7120,7120,49840,Ford,Escape,1997,N
16,35,110084,1990-11-27,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,27900,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,NO,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y
70,27,714784,2004-07-16,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,46000,2015-01-13,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,19,1,NO,2,3,NO,4400,0,550,3850,Toyota,Camry,2000,N
75,27,143924,1993-12-10,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,NO,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N
246,44,996850,1995-03-08,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N
110,27,284834,2009-08-03,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,NO,0,3,NO,57500,5750,5750,46000,Audi,A3,2010,N
236,39,830878,1996-11-03,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,-63900,2015-01-01,Parked Car,,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,NO,8700,870,1740,6090,Accura,RSX,2003,N
267,46,270208,2004-08-09,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,NO,77100,15420,7710,53970,Volkswagen,Jetta,1996,N
463,57,407958,1991-07-20,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N
303,46,832300,2005-01-14,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N
137,30,927205,2011-12-16,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,-4100,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,NO,2,1,NO,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N
56,42,655356,1996-07-07,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,NO,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N
75,27,831053,1992-08-05,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,-32200,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N
131,33,432740,1990-10-09,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,-65200,2015-01-28,Parked Car,,Minor Damage,Police,NY,Northbend,3,1,NO,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N
153,34,893853,1994-02-27,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,-15800,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,NO,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N
255,43,594988,2007-05-06,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,75800,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,NO,2,2,NO,74700,7470,14940,52290,Nissan,Maxima,2007,Y
103,26,979544,2014-04-21,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,66300,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,NO,40600,4060,4060,32480,Volkswagen,Passat,2010,N
97,28,191891,2010-02-11,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,NO,1,0,NO,45270,10060,10060,25150,Jeep,Wrangler,2006,N
214,36,831479,2000-06-04,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,NO,47080,4280,8560,34240,Saab,93,2006,N
438,57,714346,1991-10-05,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,NO,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y
87,27,326289,2004-01-03,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,NO,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N
27,28,944537,1992-07-23,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,0,2015-02-13,Parked Car,,Trivial Damage,Police,WV,Riverwood,4,1,NO,2,0,NO,3200,400,400,2400,Jeep,Grand Cherokee,2012,N
206,42,779156,1993-10-10,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,NO,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,Y
127,31,856153,2002-07-09,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,58200,2015-01-13,Parked Car,,Minor Damage,,SC,Riverwood,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,N
422,60,473338,2010-11-14,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,-24200,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,N
303,50,521694,1997-03-03,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N
228,40,136520,1997-03-01,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,43700,2015-01-18,Parked Car,,Trivial Damage,Police,WV,Northbend,20,1,NO,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,N
239,39,730819,1990-08-18,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,7200,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,Y
330,47,912665,2014-05-28,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,NO,0,2,YES,60500,11000,5500,44000,Ford,F150,1999,Y
128,35,469966,2004-07-22,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,NO,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,N
147,37,952300,2009-08-02,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,N
287,45,322609,2007-07-05,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,MDX,2006,N
142,29,890280,2010-01-24,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,Y
162,35,431583,2000-05-15,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,N
